"sæson","hold","niveau_denne_sæson","placering","hændelse","kval_modstander","kval_resultat","niveau_næste_sæson_algoritme","niveau_næste_sæson_faktisk","christoffer_bekræftet","source_league_group_id","source_group_name_raw","source_group_type","source_match_id","related_qualification_group_ids"
"2014/2015","Holte","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","4280","Pulje 2","grundspil","",""
"2014/2015","Holbæk","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","4280","Pulje 2","grundspil","",""
"2014/2015","Drive","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","4280","Pulje 2","grundspil","",""
"2014/2015","Taastrup Elite (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","4280","Pulje 2","grundspil","",""
"2015/2016","Skovshoved","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Værløse","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Team Skælskør-Slagelse","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Solrød Strand","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Greve","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Vendsyssel","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Højbjerg","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Odense OBK","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","",""
"2015/2016","Aarhus AB","Ligaen","9","Ligakvalifikationspulje (ikke direkte 2-holds kamp)","","","ikke fundet","Ligaen","","6072","Grundspil","grundspil","","6890"
"2015/2016","Gentofte","Ligaen","10","automatisk nedrykning","","","ikke fundet","ikke fundet","","6072","Grundspil","grundspil","","6890"
"2015/2016","Solrød Strand 2","1. division","1","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","5931","Grundspil","grundspil","","6883"
"2015/2016","Ikast","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","Ligaen","","5931","Grundspil","grundspil","","6890"
"2015/2016","Skovshoved 2 (O)","1. division","3","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","5931","Grundspil","grundspil","","6883"
"2015/2016","Værløse 2","1. division","4","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","5931","Grundspil","grundspil","","6883"
"2015/2016","KMB2010","1. division","5","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","5931","Grundspil","grundspil","","6890"
"2015/2016","Aalborg Triton","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","ikke fundet","","5931","Grundspil","grundspil","","6883"
"2015/2016","Greve 2 (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","5931","Grundspil","grundspil","","6883"
"2015/2016","Lillerød","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","5931","Grundspil","grundspil","","6883"
"2015/2016","Gentofte 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Solrød Strand 3 (O)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Højbjerg 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Hvidovre","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Skovbakken","2. division","5","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Holte","2. division","6","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Viby J (O)","2. division","7","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","6855","Kval. til 1. division","grundspil","","6855"
"2015/2016","Aarhus AB 2","2. division","8","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","6855","Kval. til 1. division","grundspil","","6855"
"2016/2017","Skovshoved","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Vendsyssel","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Værløse","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Team Skælskør-Slagelse","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Greve","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Odense OBK","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Solrød Strand","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Højbjerg","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","",""
"2016/2017","Aarhus AB","Ligaen","9","Ligakvalifikationspulje (ikke direkte 2-holds kamp)","","","ikke fundet","Ligaen","","7826","Grundspil","grundspil","","8750"
"2016/2017","Ikast (O)","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","7826","Grundspil","grundspil","","8750"
"2016/2017","Gentofte (N)","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","Ligaen","","7609","Grundspil","grundspil","","8750"
"2016/2017","Aalborg Triton","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","7609","Grundspil","grundspil","","8750"
"2016/2017","Solrød Strand 2","1. division","3","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","7609","Grundspil","grundspil","","8751"
"2016/2017","KMB2010","1. division","4","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","7609","Grundspil","grundspil","","8751"
"2016/2017","Værløse 2","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","7609","Grundspil","grundspil","","8751"
"2016/2017","Skovshoved 2","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","7609","Grundspil","grundspil","","8751"
"2016/2017","Hvidovre (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","7609","Grundspil","grundspil","","8751"
"2016/2017","Højbjerg 2 (O)","1. division","8","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","7609","Grundspil","grundspil","","8751"
"2016/2017","Langhøj (O)","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","7577","Pulje 1","grundspil","","8713"
"2016/2017","Lillerød (N)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","7577","Pulje 1","grundspil","","8713"
"2016/2017","Aarhus AB 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","7577","Pulje 1","grundspil","","8713"
"2016/2017","Odense OBK 2","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","7577","Pulje 1","grundspil","","8713"
"2016/2017","Kolding BK (O)","2. division","5","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","7577","Pulje 1","grundspil","",""
"2016/2017","Viby J","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","7577","Pulje 1","grundspil","",""
"2016/2017","Ikast 2","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","7577","Pulje 1","grundspil","",""
"2016/2017","Skovbakken","2. division","8","forbliver i 2. division (midterfelt)","","","A-only: methodA","2. division","","7577","Pulje 1","grundspil","",""
"2016/2017","Greve 2 (N)","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","7578","Pulje 2","grundspil","","8713"
"2016/2017","Solrød Strand 3","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","7578","Pulje 2","grundspil","","8713"
"2016/2017","Holbæk","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","7578","Pulje 2","grundspil","","8713"
"2016/2017","Holte","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","7578","Pulje 2","grundspil","","8713"
"2016/2017","Gentofte 2","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","7578","Pulje 2","grundspil","",""
"2016/2017","Drive (O)","2. division","6","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","7578","Pulje 2","grundspil","",""
"2016/2017","KMB2010 2 (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","7578","Pulje 2","grundspil","",""
"2016/2017","Værløse 3","2. division","8","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","7578","Pulje 2","grundspil","",""
"2017/2018","Skovshoved","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Solrød Strand","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Vendsyssel","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Aarhus AB","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Team Skælskør-Slagelse","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Greve","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Gentofte (O)","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Højbjerg","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","",""
"2017/2018","Odense OBK","Ligaen","9","Ligakvalifikationspulje (ikke direkte 2-holds kamp)","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","","10369"
"2017/2018","Værløse","Ligaen","10","automatisk nedrykning","","","ikke fundet","Ligaen","","9241","Grundspil","grundspil","","10369"
"2017/2018","Langhøj (O)","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","9242","Grundspil","grundspil","","10369"
"2017/2018","Lillerød (O)","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","9242","Grundspil","grundspil","","10369"
"2017/2018","Aalborg Triton","1. division","3","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","9242","Grundspil","grundspil","","10362"
"2017/2018","KMB2010","1. division","4","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","9242","Grundspil","grundspil","","10362"
"2017/2018","Ikast (N)","1. division","5","1. divisions nedrykningsspil mod 2. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","9242","Grundspil","grundspil","","10362"
"2017/2018","Skovshoved 2","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","9242","Grundspil","grundspil","","10362"
"2017/2018","Solrød Strand 2","1. division","7","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","9242","Grundspil","grundspil","","10362"
"2017/2018","Værløse 2","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","9242","Grundspil","grundspil","","10362"
"2017/2018","Solrød Strand 3","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","9262","Pulje 1","grundspil","","10334"
"2017/2018","Greve 2","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","9262","Pulje 1","grundspil","","10334"
"2017/2018","Gentofte 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","9262","Pulje 1","grundspil","","10334"
"2017/2018","Holte","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","9262","Pulje 1","grundspil","","10334"
"2017/2018","Holbæk","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","9262","Pulje 1","grundspil","",""
"2017/2018","Hvidovre (N)","2. division","6","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","9262","Pulje 1","grundspil","",""
"2017/2018","KBK Kbh. (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","9262","Pulje 1","grundspil","",""
"2017/2018","Hillerød (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","9262","Pulje 1","grundspil","",""
"2017/2018","Højbjerg 2 (N)","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","9263","Pulje 2","grundspil","","10334"
"2017/2018","Aarhus AB 2","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","9263","Pulje 2","grundspil","","10334"
"2017/2018","Odense OBK 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","9263","Pulje 2","grundspil","","10334"
"2017/2018","Kolding BK","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","9263","Pulje 2","grundspil","","10334"
"2017/2018","Aabenraa (O)","2. division","5","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","9263","Pulje 2","grundspil","",""
"2017/2018","Viby J","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","9263","Pulje 2","grundspil","",""
"2017/2018","abc Aalborg (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","9263","Pulje 2","grundspil","",""
"2017/2018","Skovbakken","2. division","8","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","9263","Pulje 2","grundspil","",""
"2018/2019","Greve","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","",""
"2018/2019","Solrød Strand","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","",""
"2018/2019","Vendsyssel","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","",""
"2018/2019","Team Skælskør-Slagelse","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","",""
"2018/2019","Aarhus AB","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","",""
"2018/2019","Skovshoved","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","",""
"2018/2019","Højbjerg","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","ikke fundet","","10955","Grundspil","grundspil","","12046"
"2018/2019","Værløse","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","10955","Grundspil","grundspil","","12046"
"2018/2019","Gentofte","Ligaen","9","Ligakvalifikationspulje (ikke direkte 2-holds kamp)","","","ikke fundet","1. division","","10955","Grundspil","grundspil","","12046"
"2018/2019","Odense OBK","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","10955","Grundspil","grundspil","","12046"
"2018/2019","Langhøj","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","ikke fundet","","10847","Grundspil","grundspil","","12046"
"2018/2019","Lillerød","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","10847","Grundspil","grundspil","","12046"
"2018/2019","Solrød Strand 2","1. division","3","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","10847","Grundspil","grundspil","",""
"2018/2019","KMB2010","1. division","4","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","10847","Grundspil","grundspil","",""
"2018/2019","Aalborg Triton","1. division","5","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","10847","Grundspil","grundspil","",""
"2018/2019","Højbjerg 2 (O)","1. division","6","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","10847","Grundspil","grundspil","",""
"2018/2019","Greve 2 (O)","1. division","7","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","10847","Grundspil","grundspil","",""
"2018/2019","Værløse 2","1. division","8","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","10847","Grundspil","grundspil","",""
"2018/2019","Ikast (N)","2. division","1","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","10881","Pulje 1","grundspil","",""
"2018/2019","Aarhus AB 2","2. division","2","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","10881","Pulje 1","grundspil","",""
"2018/2019","abc Aalborg","2. division","3","forbliver i 2. division (midterfelt)","","","ikke fundet","1. division","","10881","Pulje 1","grundspil","",""
"2018/2019","Højbjerg 3 (O)","2. division","4","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","10881","Pulje 1","grundspil","",""
"2018/2019","Kolding BK","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","1. division","","10881","Pulje 1","grundspil","",""
"2018/2019","Aabenraa","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","1. division","","10881","Pulje 1","grundspil","",""
"2018/2019","Odense OBK 2","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","10881","Pulje 1","grundspil","",""
"2018/2019","Taastrup Elite (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","10881","Pulje 1","grundspil","",""
"2018/2019","Solrød Strand 3","2. division","1","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Skovshoved 2 (N)","2. division","2","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Holte","2. division","3","forbliver i 2. division (midterfelt)","","","ikke fundet","1. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Hvidovre","2. division","4","forbliver i 2. division (midterfelt)","","","ikke fundet","1. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Gentofte 2","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Holbæk","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","1. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Drive (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","10882","Pulje 2","grundspil","",""
"2018/2019","Værløse 3 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","10882","Pulje 2","grundspil","",""
"2019/2020","Greve","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Vendsyssel","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Højbjerg/Via Biler","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Solrød Strand","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Skovshoved","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Værløse","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Team Skælskør-Slagelse","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Aarhus AB","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","12536","Grundspil","grundspil","",""
"2019/2020","Gentofte (N)","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","Ligaen","","12537","Pulje 1","grundspil","","13119"
"2019/2020","Skovshoved 2 (O)","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12537","Pulje 1","grundspil","","13119"
"2019/2020","Værløse 2","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","12537","Pulje 1","grundspil","","13119"
"2019/2020","KMB2010","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","12537","Pulje 1","grundspil","","13119"
"2019/2020","Lillerød","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","12537","Pulje 1","grundspil","","13120"
"2019/2020","Hvidovre (O)","1. division","6","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12537","Pulje 1","grundspil","","13120"
"2019/2020","Holte (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12537","Pulje 1","grundspil","","13120"
"2019/2020","Holbæk (O)","1. division","8","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","12537","Pulje 1","grundspil","","13120"
"2019/2020","Odense OBK (N)","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","12538","Pulje 2","grundspil","","13119"
"2019/2020","Greve 2","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","12538","Pulje 2","grundspil","","13119"
"2019/2020","Ikast (O)","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12538","Pulje 2","grundspil","","13119"
"2019/2020","Solrød Strand 2","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","12538","Pulje 2","grundspil","","13119"
"2019/2020","Aalborg Triton","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","12538","Pulje 2","grundspil","","13120"
"2019/2020","Kolding BK (O)","1. division","6","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12538","Pulje 2","grundspil","","13120"
"2019/2020","abc Aalborg (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12538","Pulje 2","grundspil","","13120"
"2019/2020","Aabenraa (O)","1. division","8","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","12538","Pulje 2","grundspil","","13120"
"2019/2020","Solrød Strand 3","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","12539","Pulje 1","grundspil","","13117"
"2019/2020","Skovshoved 3 (O)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","12539","Pulje 1","grundspil","","13117"
"2019/2020","Lyngby (O)","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12539","Pulje 1","grundspil","","13117"
"2019/2020","Hillerød (O)","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12539","Pulje 1","grundspil","","13117"
"2019/2020","Lillerød 2 (O)","2. division","5","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","12539","Pulje 1","grundspil","",""
"2019/2020","Gentofte 2","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","12539","Pulje 1","grundspil","",""
"2019/2020","Værløse 3","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","12539","Pulje 1","grundspil","",""
"2019/2020","Team Vejleå","2. division","8","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","12539","Pulje 1","grundspil","",""
"2019/2020","Højbjerg 2 (N)","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12540","Pulje 2","grundspil","","13117"
"2019/2020","Viby J (O)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","12540","Pulje 2","grundspil","","13117"
"2019/2020","Aarhus AB 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","12540","Pulje 2","grundspil","","13117"
"2019/2020","Odense OBK 2","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","12540","Pulje 2","grundspil","","13117"
"2019/2020","Ikast 2 (O)","2. division","5","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","12540","Pulje 2","grundspil","",""
"2019/2020","Skovbakken (O)","2. division","6","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","12540","Pulje 2","grundspil","",""
"2019/2020","Drive","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","12540","Pulje 2","grundspil","",""
"2019/2020","Team Fyn (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","12540","Pulje 2","grundspil","",""
"2020/2021","Vendsyssel","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
