"sæson","hold","niveau_denne_sæson","placering","hændelse","kval_modstander","kval_resultat","niveau_næste_sæson_algoritme","niveau_næste_sæson_faktisk","christoffer_bekræftet","source_league_group_id","source_group_name_raw","source_group_type","source_match_id","related_qualification_group_ids"
"2020/2021","Team Skælskør-Slagelse","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Værløse","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Skovshoved","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Højbjerg/Via Biler","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Solrød Strand","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Gentofte (O)","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Greve","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","RSL ODENSE OBK (O)","Ligaen","9","Ligakvalifikationspulje (ikke direkte 2-holds kamp)","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Aarhus AB","Ligaen","10","automatisk nedrykning","","","ikke fundet","Ligaen","","13240","Grundspil","grundspil","",""
"2020/2021","Aalborg Triton","1. division","1","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Højbjerg 2 (O)","1. division","2","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Skovshoved 2","1. division","3","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Kolding BK","1. division","4","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Ikast","1. division","5","forbliver i 1. division (midterfelt)","","","A-only: methodA","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Værløse 2","1. division","6","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Viby J (O)","1. division","7","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","abc Aalborg","1. division","8","forbliver i 1. division (midterfelt)","","","A-only: methodA","1. division","","13208","Pulje 1","grundspil","",""
"2020/2021","Hvidovre","1. division","1","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","13209","Pulje 2","grundspil","",""
"2020/2021","Solrød Strand 2","1. division","1","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13209","Pulje 2","grundspil","",""
"2020/2021","Lillerød","1. division","3","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13209","Pulje 2","grundspil","",""
"2020/2021","KMB2010","1. division","4","forbliver i 1. division (midterfelt)","","","A-only: methodA","1. division","","13209","Pulje 2","grundspil","",""
"2020/2021","Greve 2","1. division","5","forbliver i 1. division (midterfelt)","","","ikke fundet","1. division","","13209","Pulje 2","grundspil","",""
"2020/2021","Holte","1. division","6","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","13209","Pulje 2","grundspil","",""
"2020/2021","Lyngby (O)","1. division","7","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","A-only: methodA","1. division","","13209","Pulje 2","grundspil","",""
"2020/2021","Hillerød (O)","1. division","8","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13209","Pulje 2","grundspil","",""
"2020/2021","Odense OBK 2","2. division","1","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","Aarhus AB 2","2. division","2","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","13212","Pulje 1","grundspil","",""
"2020/2021","Aalborg Triton 2 (O)","2. division","3","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","Højbjerg 3 (O)","2. division","4","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","Lillerød 2","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","Aabenraa (N)","2. division","6","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","Ikast 2","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","Kolding BK 2 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13212","Pulje 1","grundspil","",""
"2020/2021","KBK Kbh. (O)","2. division","1","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13213","Pulje 2","grundspil","",""
"2020/2021","Karlslunde (O)","2. division","2","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","13213","Pulje 2","grundspil","",""
"2020/2021","Gentofte 2","2. division","3","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13213","Pulje 2","grundspil","",""
"2020/2021","Holbæk (N)","2. division","4","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13213","Pulje 2","grundspil","",""
"2020/2021","Solrød Strand 3","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13213","Pulje 2","grundspil","",""
"2020/2021","Skovshoved 3","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13213","Pulje 2","grundspil","",""
"2020/2021","Værløse 3","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13213","Pulje 2","grundspil","",""
"2020/2021","Greve 3 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13213","Pulje 2","grundspil","",""
"2021/2022","Vendsyssel","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Skovshoved","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Højbjerg/Via Biler","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Værløse","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Gentofte","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Team Skælskør-Slagelse","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","RSL ODENSE OBK","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Solrød Strand","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","13945","Grundspil","grundspil","",""
"2021/2022","Aarhus AB","Ligaen","9","kvalifikationskamp mod 1.divisions nr. 2","Hvidovre","7-2","ikke fundet","Ligaen","","13945","Grundspil","grundspil","423547",""
"2021/2022","Greve","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","13945","Grundspil","grundspil","",""
"2021/2022","Skovshoved 2","1. division","1","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","13760","Pulje 1","grundspil","","14462"
"2021/2022","Højbjerg 2 (O)","1. division","2","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13760","Pulje 1","grundspil","","14462"
"2021/2022","Aalborg Triton","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","13760","Pulje 1","grundspil","","14461"
"2021/2022","Ikast","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","13760","Pulje 1","grundspil","","14461"
"2021/2022","Kolding BK","1. division","5","1. divisions kvalifikationsgruppe mod Ligaen","","","A-only: methodA","ikke fundet","","13760","Pulje 1","grundspil","","14461"
"2021/2022","Værløse 2","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","13760","Pulje 1","grundspil","","14462"
"2021/2022","Viby J (O)","1. division","7","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13760","Pulje 1","grundspil","","14461"
"2021/2022","abc Aalborg","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","13760","Pulje 1","grundspil","","14462"
"2021/2022","KMB2010","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","Ligaen","","13761","Pulje 2","grundspil","","14461"
"2021/2022","Hvidovre","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","13761","Pulje 2","grundspil","","14461"
"2021/2022","KBK Kbh. (O)","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13761","Pulje 2","grundspil","","14461"
"2021/2022","Solrød Strand 2","1. division","4","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","13761","Pulje 2","grundspil","","14462"
"2021/2022","Lillerød","1. division","5","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","13761","Pulje 2","grundspil","","14461"
"2021/2022","Lyngby (O)","1. division","6","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13761","Pulje 2","grundspil","","14462"
"2021/2022","Hillerød (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13761","Pulje 2","grundspil","","14462"
"2021/2022","Greve 2","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","13761","Pulje 2","grundspil","","14462"
"2021/2022","Aarhus AB 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","ikke fundet","","13764","Pulje 1","grundspil","","13766"
"2021/2022","Aalborg Triton 2 (O)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13764","Pulje 1","grundspil","","13766"
"2021/2022","Højbjerg 3 (O)","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13764","Pulje 1","grundspil","","13766"
"2021/2022","Lillerød 2","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","13764","Pulje 1","grundspil","","13766"
"2021/2022","Odense OBK 2","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13764","Pulje 1","grundspil","",""
"2021/2022","Kolding BK 2 (O)","2. division","6","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","13764","Pulje 1","grundspil","",""
"2021/2022","Ikast 2","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","13764","Pulje 1","grundspil","",""
"2021/2022","Aabenraa (N)","2. division","8","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","13764","Pulje 1","grundspil","",""
"2021/2022","Gentofte 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","13765","Pulje 2","grundspil","","13766"
"2021/2022","Karlslunde (O)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","13765","Pulje 2","grundspil","","13766"
"2021/2022","KMB2010 2 (O)","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13765","Pulje 2","grundspil","","13766"
"2021/2022","Solrød Strand 3","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","13765","Pulje 2","grundspil","","13766"
"2021/2022","Skovshoved 3","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","13765","Pulje 2","grundspil","",""
"2021/2022","Holbæk (N)","2. division","6","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","13765","Pulje 2","grundspil","",""
"2021/2022","Værløse 3","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","13765","Pulje 2","grundspil","",""
"2021/2022","Greve 3 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","13765","Pulje 2","grundspil","",""
"2022/2023","Højbjerg/Via Biler","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Vendsyssel (M)","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Skovshoved","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Team Skælskør-Slagelse","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Solrød Strand","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","RSL ODENSE OBK","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Gentofte","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Værløse","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","",""
"2022/2023","Aarhus AB","Ligaen","9","kvalifikationskamp mod 1.divisions nr. 2","Kolding BK","","ikke fundet","Ligaen","","14805","Grundspil","grundspil","442832",""
"2022/2023","KMB2010 (O)","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","14805","Grundspil","grundspil","",""
"2022/2023","Hvidovre","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","Ligaen","","14808","Pulje 1","grundspil","","15339"
"2022/2023","Hillerød","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","14808","Pulje 1","grundspil","","15339"
"2022/2023","Kolding BK","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","14808","Pulje 1","grundspil","","15339"
"2022/2023","Gentofte 2 (O)","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","14808","Pulje 1","grundspil","","15339"
"2022/2023","Ikast","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","14808","Pulje 1","grundspil","","15340"
"2022/2023","Aalborg Triton","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","14808","Pulje 1","grundspil","","15340"
"2022/2023","Højbjerg 2","1. division","7","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","14808","Pulje 1","grundspil","","15340"
"2022/2023","Viby J","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","14808","Pulje 1","grundspil","","15340"
"2022/2023","Solrød Strand 2","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","14809","Pulje 2","grundspil","","15339"
"2022/2023","KBK Kbh.","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","14809","Pulje 2","grundspil","","15339"
"2022/2023","Greve (N)","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","14809","Pulje 2","grundspil","","15339"
"2022/2023","Skovshoved 2","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","14809","Pulje 2","grundspil","","15339"
"2022/2023","Lillerød","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","14809","Pulje 2","grundspil","","15340"
"2022/2023","Værløse 2","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","14809","Pulje 2","grundspil","","15340"
"2022/2023","Karlslunde (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","14809","Pulje 2","grundspil","","15340"
"2022/2023","Lyngby","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","ikke fundet","","14809","Pulje 2","grundspil","","15340"
"2022/2023","Aarhus AB 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","14810","Pulje 1","grundspil","","14812"
"2022/2023","Odense OBK 2","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","ikke fundet","","14810","Pulje 1","grundspil","","14812"
"2022/2023","Kolding BK 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","14810","Pulje 1","grundspil","","14812"
"2022/2023","Aalborg Triton 2","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","14810","Pulje 1","grundspil","","14812"
"2022/2023","Højbjerg 3","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","14810","Pulje 1","grundspil","",""
"2022/2023","Slagelse (O)","2. division","6","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","14810","Pulje 1","grundspil","",""
"2022/2023","Drive (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","A-only: methodA","2. division","","14810","Pulje 1","grundspil","",""
"2022/2023","abc Aalborg (N)","2. division","8","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","14810","Pulje 1","grundspil","",""
"2022/2023","Skovshoved 3","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","14811","Pulje 2","grundspil","","14812"
"2022/2023","Gentofte 3 (O)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","14811","Pulje 2","grundspil","","14812"
"2022/2023","Lillerød 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","14811","Pulje 2","grundspil","","14812"
"2022/2023","Solrød Strand 3","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","14811","Pulje 2","grundspil","","14812"
"2022/2023","Holbæk","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","14811","Pulje 2","grundspil","",""
"2022/2023","Hvidovre 2 (O)","2. division","6","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","14811","Pulje 2","grundspil","",""
"2022/2023","KMB2010 2","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","14811","Pulje 2","grundspil","",""
"2022/2023","Greve 2 (N)","2. division","8","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","14811","Pulje 2","grundspil","",""
"2023/2024","Højbjerg/Via Biler","Ligaen","1","Liga-grundspil","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","Skovshoved","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","Vendsyssel (M)","Ligaen","3","Liga-grundspil","","","ikke fundet","ikke fundet","","15789","Grundspil","grundspil","",""
"2023/2024","Team Skælskør-Slagelse","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","RSL ODENSE OBK","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","Hvidovre (O)","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","Solrød Strand","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","Værløse","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","15789","Grundspil","grundspil","",""
"2023/2024","Gentofte","Ligaen","9","kvalifikationskamp mod 1.divisions nr. 2","Greve","5-1","ikke fundet","Ligaen","","15789","Grundspil","grundspil","462526",""
"2023/2024","Aarhus AB","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","15789","Grundspil","grundspil","",""
"2023/2024","Aalborg Triton","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","Ligaen","","15822","Pulje 1","grundspil","","16378"
"2023/2024","Højbjerg 2","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","15822","Pulje 1","grundspil","","16378"
"2023/2024","Kolding BK","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","15822","Pulje 1","grundspil","","16378"
"2023/2024","KBK Kbh.","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","15822","Pulje 1","grundspil","","16378"
"2023/2024","Ikast","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","15822","Pulje 1","grundspil","","16379"
"2023/2024","RSL ODENSE OBK 2 (O)","1. division","6","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","15822","Pulje 1","grundspil","","16379"
"2023/2024","KMB2010 (N)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (N) = historisk bevægelsesmarkør","","","A-only: methodA","ikke fundet","","15822","Pulje 1","grundspil","","16379"
"2023/2024","Aarhus AB 2","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","15822","Pulje 1","grundspil","","16379"
"2023/2024","Skovshoved 2","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","15823","Pulje 2","grundspil","","16378"
"2023/2024","Greve","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","A-only: methodA","1. division","","15823","Pulje 2","grundspil","","16378"
"2023/2024","Gentofte 2","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","15823","Pulje 2","grundspil","","16378"
"2023/2024","Lillerød","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","15823","Pulje 2","grundspil","","16378"
"2023/2024","Hillerød","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","15823","Pulje 2","grundspil","","16379"
"2023/2024","Værløse 2","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","15823","Pulje 2","grundspil","","16379"
"2023/2024","Solrød Strand 2","1. division","7","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","15823","Pulje 2","grundspil","","16379"
"2023/2024","Karlslunde","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","15823","Pulje 2","grundspil","","16379"
"2023/2024","Lillerød 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","15824","Pulje 1","grundspil","","16380"
"2023/2024","Viby J (N)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","15824","Pulje 1","grundspil","","16380"
"2023/2024","Langhøj (O)","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","15824","Pulje 1","grundspil","","16380"
"2023/2024","Holbæk","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","15824","Pulje 1","grundspil","","16380"
"2023/2024","Badminton Esbjerg (O)","2. division","5","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","A-only: methodA","2. division","","15824","Pulje 1","grundspil","",""
"2023/2024","Aalborg Triton 2","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","15824","Pulje 1","grundspil","",""
"2023/2024","Højbjerg 3","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","15824","Pulje 1","grundspil","",""
"2023/2024","Kolding BK 2","2. division","8","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","15824","Pulje 1","grundspil","",""
"2023/2024","Hvidovre 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","15825","Pulje 2","grundspil","","16380"
"2023/2024","Lyngby (N)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","15825","Pulje 2","grundspil","","16380"
"2023/2024","Gentofte 3","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","A-only: methodA","2. division","","15825","Pulje 2","grundspil","","16380"
"2023/2024","Solrød Strand 3","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","15825","Pulje 2","grundspil","","16380"
"2023/2024","Drive","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","15825","Pulje 2","grundspil","",""
"2023/2024","Skovshoved 3","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","15825","Pulje 2","grundspil","",""
"2023/2024","KBK Kbh. 2 (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","15825","Pulje 2","grundspil","",""
"2023/2024","Hillerød 2 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","15825","Pulje 2","grundspil","",""
"2024/2025","Højbjerg/Via Biler (M)","Ligaen","1","Liga-grundspil","","","ikke fundet","ikke fundet","","16857","Grundspil","grundspil","",""
"2024/2025","Vendsyssel","Ligaen","2","Liga-grundspil","","","ikke fundet","ikke fundet","","16857","Grundspil","grundspil","",""
"2024/2025","Skovshoved","Ligaen","3","Liga-grundspil","","","ikke fundet","Ligaen","","16857","Grundspil","grundspil","",""
"2024/2025","Solrød Strand","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","16857","Grundspil","grundspil","",""
"2024/2025","Hvidovre","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","16857","Grundspil","grundspil","",""
"2024/2025","RSL ODENSE OBK","Ligaen","6","Liga-grundspil","","","ikke fundet","ikke fundet","","16857","Grundspil","grundspil","",""
"2024/2025","Team Skælskør-Slagelse","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","16857","Grundspil","grundspil","",""
